score,accuracy,average_response_time,questions_attempted,performance_category
201.0,51.46,18.34,39,Average Performer
184.0,43.69,19.75,42,Average Performer
234.0,70.86,12.44,33,Average Performer
355.0,87.61,20.23,31,High Performer
286.0,99.91,10.9,22,High Performer
50.0,22.64,24.13,22,Low Performer
111.0,52.93,21.97,21,Average Performer
111.0,33.5,12.43,33,Average Performer
478.0,89.73,10.14,48,High Performer
36.0,25.97,30.0,14,Low Performer
91.0,39.48,15.37,23,Average Performer
85.0,56.48,11.58,15,Average Performer
134.0,74.26,18.04,18,Average Performer
434.0,83.13,5.0,45,High Performer
270.0,90.22,16.75,26,High Performer
316.0,78.99,10.04,34,High Performer
64.0,42.89,30.0,15,Low Performer
71.0,33.91,24.76,21,Low Performer
143.0,46.1,17.14,31,Average Performer
232.0,74.19,20.1,22,High Performer
51.0,30.0,13.27,17,Average Performer
161.0,73.08,21.14,22,Average Performer
262.0,98.02,9.9,25,High Performer
87.0,50.97,10.0,17,Average Performer
58.0,28.83,28.28,20,Low Performer
272.0,79.97,15.41,27,High Performer
154.0,67.16,21.52,23,Average Performer
172.0,59.32,18.75,29,Average Performer
45.0,40.61,19.63,11,Low Performer
454.0,95.49,11.24,39,High Performer
137.0,68.35,15.84,20,Average Performer
175.0,64.88,14.99,27,Average Performer
172.0,75.0,18.87,23,Average Performer
45.0,32.09,19.82,14,Low Performer
68.0,30.86,22.1,22,Average Performer
73.0,40.53,14.5,18,Average Performer
323.0,79.7,9.62,35,High Performer
161.0,38.43,14.35,42,Average Performer
74.0,49.14,18.19,15,Average Performer
104.0,65.3,15.18,16,Average Performer
166.0,59.18,15.66,28,Average Performer
540.0,99.96,14.41,46,High Performer
272.0,100.0,9.98,24,High Performer
461.0,86.96,9.26,47,High Performer
36.0,18.16,18.82,20,Low Performer
94.0,55.06,22.02,17,Average Performer
183.0,46.97,14.81,39,Average Performer
2.0,3.14,21.96,6,Low Performer
169.0,70.43,14.92,24,Average Performer
177.0,43.06,18.05,41,Average Performer
242.0,76.5,11.41,25,High Performer
309.0,90.37,10.3,28,High Performer
121.0,57.77,20.42,21,Average Performer
91.0,47.73,27.55,19,Average Performer
97.0,40.23,22.88,24,Average Performer
157.0,54.31,13.53,29,Average Performer
25.0,22.44,19.92,11,Low Performer
137.0,54.88,20.99,25,Average Performer
425.0,92.38,11.89,41,High Performer
273.0,100.0,11.25,21,High Performer
226.0,53.88,15.63,42,Average Performer
69.0,30.0,19.54,23,Average Performer
168.0,44.19,18.93,38,Average Performer
172.0,75.0,18.23,23,Average Performer
319.0,60.0,13.87,45,High Performer
55.0,34.53,20.73,16,Average Performer
90.0,33.17,26.93,27,Low Performer
260.0,68.51,27.28,38,Average Performer
151.0,71.77,19.7,21,Average Performer
134.0,37.28,18.18,36,Average Performer
373.0,84.67,10.43,40,High Performer
12.0,20.49,19.96,6,Low Performer
257.0,65.88,19.54,39,Average Performer
147.0,56.63,19.18,26,Average Performer
104.0,60.88,20.6,17,Average Performer
437.0,94.92,22.77,40,High Performer
75.0,35.51,19.5,21,Average Performer
95.0,32.64,24.55,29,Low Performer
110.0,50.02,19.54,22,Average Performer
384.0,90.37,11.62,35,High Performer
368.0,64.75,7.79,46,High Performer
189.0,54.0,10.0,35,Average Performer
239.0,68.31,12.24,28,High Performer
133.0,49.34,21.38,27,Average Performer
255.0,75.0,15.68,34,Average Performer
202.0,75.0,21.57,27,Average Performer
180.0,44.98,12.66,40,Average Performer
319.0,89.73,14.92,34,High Performer
61.0,40.76,19.74,15,Low Performer
13.0,8.96,26.08,14,Low Performer
88.0,51.73,16.72,17,Average Performer
196.0,46.74,23.74,42,Average Performer
208.0,66.98,15.57,31,Average Performer
163.0,54.46,15.72,30,Average Performer
386.0,89.79,14.49,33,High Performer
241.0,77.44,7.98,27,High Performer
331.0,100.0,17.55,28,High Performer
21.0,34.31,28.79,6,Low Performer
30.0,11.05,20.55,27,Low Performer
161.0,69.87,13.33,23,Average Performer
117.0,43.2,10.79,27,Average Performer
176.0,65.31,18.57,27,Average Performer
67.0,30.55,25.45,22,Low Performer
236.0,54.9,22.21,43,Average Performer
368.0,86.91,18.69,37,High Performer
86.0,38.9,23.04,22,Low Performer
381.0,81.91,13.92,42,High Performer
279.0,63.01,11.3,35,High Performer
77.0,26.46,25.46,29,Low Performer
181.0,46.5,22.07,39,Average Performer
142.0,64.75,19.47,22,Average Performer
15.0,9.6,30.0,16,Low Performer
97.0,30.4,14.08,32,Average Performer
36.0,18.01,17.64,20,Low Performer
328.0,72.2,17.94,38,High Performer
19.0,27.37,28.28,7,Low Performer
103.0,38.32,21.11,27,Average Performer
407.0,77.74,12.42,45,High Performer
177.0,53.65,20.97,33,Average Performer
229.0,54.46,18.31,42,Average Performer
125.0,46.36,20.92,27,Low Performer
259.0,63.09,11.61,41,Average Performer
256.0,69.27,18.86,37,Average Performer
269.0,75.92,8.24,29,High Performer
478.0,88.57,16.59,46,High Performer
5.0,3.65,26.65,14,Low Performer
466.0,95.86,15.66,42,High Performer
93.0,38.85,26.1,24,Low Performer
380.0,84.05,16.07,39,High Performer
122.0,30.55,23.03,40,Average Performer
170.0,51.55,17.26,33,Average Performer
59.0,25.53,29.47,23,Low Performer
322.0,75.0,14.3,43,Average Performer
94.0,40.81,15.94,23,Average Performer
54.0,22.49,24.52,24,Low Performer
349.0,91.22,7.65,33,High Performer
305.0,91.28,12.08,32,High Performer
172.0,55.58,24.32,31,Average Performer
138.0,37.24,12.21,37,Average Performer
285.0,84.01,14.76,30,High Performer
522.0,100.0,13.83,45,High Performer
62.0,41.0,23.37,15,Low Performer
503.0,100.0,7.41,48,High Performer
138.0,37.43,16.59,37,Average Performer
370.0,76.43,11.9,45,High Performer
318.0,94.63,17.19,25,High Performer
267.0,65.0,18.46,41,Average Performer
489.0,94.55,17.05,47,High Performer
121.0,32.76,26.89,37,Average Performer
29.0,29.31,30.0,10,Low Performer
24.0,10.88,30.0,22,Low Performer
415.0,93.18,9.46,41,High Performer
210.0,75.0,13.18,28,Average Performer
342.0,87.17,7.45,35,High Performer
12.0,23.21,23.84,5,Low Performer
38.0,38.33,18.18,10,Low Performer
58.0,38.38,18.02,15,Average Performer
305.0,90.08,6.82,27,High Performer
29.0,20.37,28.03,14,Low Performer
40.0,25.29,30.0,16,Low Performer
172.0,75.0,18.78,23,Average Performer
0.0,0.0,15.29,7,Low Performer
17.0,33.06,24.83,5,Low Performer
159.0,63.58,18.05,25,Average Performer
290.0,66.0,23.53,44,Average Performer
18.0,22.67,28.26,8,Low Performer
190.0,70.54,15.08,27,Average Performer
497.0,92.92,17.64,47,High Performer
246.0,55.93,19.5,44,Average Performer
116.0,37.4,12.33,31,Average Performer
157.0,54.25,16.99,29,Average Performer
83.0,36.25,18.87,23,Average Performer
66.0,30.0,13.43,22,Average Performer
27.0,15.81,26.11,17,Low Performer
232.0,93.25,18.45,23,High Performer
283.0,74.96,5.93,30,High Performer
210.0,72.45,12.84,29,Average Performer
46.0,45.84,24.99,10,Low Performer
45.0,30.0,16.45,15,Average Performer
334.0,80.71,16.36,32,High Performer
26.0,28.42,24.02,9,Low Performer
88.0,55.08,16.96,16,Average Performer
14.0,11.44,30.0,12,Low Performer
142.0,56.73,23.85,25,Average Performer
173.0,61.84,12.04,28,Average Performer
188.0,50.8,22.04,37,Average Performer
308.0,73.36,12.96,42,Average Performer
314.0,81.27,17.09,32,High Performer
346.0,82.52,7.4,36,High Performer
313.0,85.3,5.99,31,High Performer
194.0,44.12,17.81,44,Average Performer
99.0,30.0,19.39,33,Average Performer
295.0,95.31,11.09,27,High Performer
214.0,61.02,18.93,35,Average Performer
202.0,72.26,28.45,28,Average Performer
240.0,54.57,17.69,44,Average Performer
193.0,48.24,19.25,40,Average Performer
40.0,44.78,22.28,9,Low Performer
257.0,69.74,13.18,31,High Performer
178.0,48.23,22.65,37,Average Performer
278.0,63.12,19.91,44,Average Performer
134.0,64.02,14.85,21,Average Performer
405.0,96.89,12.76,37,High Performer
521.0,93.77,11.82,48,High Performer
99.0,30.0,17.71,33,Average Performer
365.0,72.54,6.62,45,High Performer
250.0,59.64,22.63,42,Average Performer
73.0,43.19,10.0,17,Average Performer
435.0,81.35,14.03,44,High Performer
117.0,40.17,19.43,29,Average Performer
275.0,78.73,9.98,30,High Performer
105.0,47.59,30.0,22,Low Performer
183.0,65.27,11.53,28,Average Performer
197.0,57.99,16.89,34,Average Performer
194.0,62.53,15.12,31,Average Performer
285.0,65.48,6.17,31,High Performer
47.0,17.91,19.78,26,Low Performer
351.0,95.58,16.4,31,High Performer
51.0,46.26,22.99,11,Low Performer
146.0,36.45,10.0,40,Average Performer
262.0,75.0,10.2,35,Average Performer
158.0,75.0,29.04,21,Average Performer
64.0,42.47,23.9,15,Average Performer
335.0,71.52,14.98,41,High Performer
406.0,88.52,8.67,40,High Performer
29.0,26.34,24.53,11,Low Performer
36.0,13.51,18.82,27,Low Performer
126.0,34.14,22.96,37,Average Performer
314.0,85.27,5.0,30,High Performer
262.0,75.0,18.44,35,Average Performer
150.0,44.23,24.51,34,Average Performer
30.0,27.53,18.92,11,Low Performer
287.0,96.58,7.64,27,High Performer
309.0,70.3,17.66,44,Average Performer
199.0,78.94,13.83,25,High Performer
90.0,60.05,17.66,15,Average Performer
453.0,95.3,6.72,42,High Performer
174.0,52.81,30.0,33,Average Performer
381.0,87.44,5.0,35,High Performer
162.0,43.84,12.49,37,Average Performer
269.0,71.8,15.94,28,High Performer
338.0,92.11,10.28,35,High Performer
128.0,75.0,18.46,17,Average Performer
288.0,74.47,5.0,31,High Performer
233.0,78.62,14.77,22,High Performer
343.0,78.24,8.95,38,High Performer
60.0,21.44,25.52,28,Low Performer
304.0,79.36,12.29,30,High Performer
119.0,40.99,16.89,29,Average Performer
54.0,30.0,10.0,18,Average Performer
124.0,47.63,16.36,26,Average Performer
265.0,79.53,12.99,24,High Performer
320.0,85.6,10.67,30,High Performer
341.0,73.94,5.0,40,High Performer
266.0,100.0,12.33,21,High Performer
95.0,30.7,25.01,31,Average Performer
49.0,20.24,21.97,24,Low Performer
127.0,48.9,17.71,26,Average Performer
320.0,72.8,21.2,44,Average Performer
35.0,50.0,26.31,7,Low Performer
442.0,90.43,16.09,43,High Performer
173.0,57.76,15.75,30,Average Performer
260.0,79.56,10.51,29,High Performer
0.0,0.0,17.57,16,Low Performer
107.0,44.66,23.17,24,Low Performer
63.0,45.13,23.48,14,Low Performer
485.0,100.0,16.94,42,High Performer
414.0,100.0,17.79,37,High Performer
22.0,32.0,15.97,7,Low Performer
295.0,87.44,10.25,28,High Performer
116.0,38.8,18.79,30,Average Performer
286.0,68.15,23.9,42,Average Performer
134.0,66.86,13.01,20,Average Performer
41.0,40.58,20.06,10,Low Performer
58.0,29.05,24.55,20,Low Performer
78.0,29.86,24.79,26,Low Performer
42.0,24.47,20.5,17,Low Performer
402.0,86.5,13.12,41,High Performer
259.0,60.23,25.07,43,Average Performer
30.0,25.17,30.0,12,Low Performer
10.0,20.15,24.39,5,Low Performer
191.0,76.4,13.57,21,High Performer
164.0,56.41,30.0,29,Average Performer
87.0,30.1,20.9,29,Low Performer
127.0,46.89,17.28,27,Average Performer
316.0,74.79,11.47,35,High Performer
330.0,75.0,13.89,44,Average Performer
36.0,32.78,26.09,11,Low Performer
154.0,61.8,13.14,25,Average Performer
205.0,68.19,21.54,30,Average Performer
445.0,90.61,13.96,46,High Performer
152.0,52.38,15.14,29,Average Performer
249.0,82.87,18.25,27,High Performer
191.0,50.28,16.55,38,Average Performer
93.0,30.07,21.67,31,Average Performer
75.0,35.76,19.87,21,Average Performer
10.0,16.42,23.64,6,Low Performer
160.0,47.02,10.0,34,Average Performer
67.0,39.21,30.0,17,Low Performer
137.0,35.97,20.34,38,Average Performer
169.0,60.2,22.03,28,Average Performer
251.0,85.41,16.18,20,High Performer
127.0,43.76,14.85,29,Average Performer
218.0,75.0,24.17,29,Average Performer
259.0,68.13,24.83,38,Average Performer
258.0,61.47,16.64,42,Average Performer
152.0,42.13,19.5,36,Average Performer
208.0,61.12,19.16,34,Average Performer
83.0,43.69,20.91,19,Average Performer
119.0,56.85,24.83,21,Average Performer
118.0,56.05,22.88,21,Average Performer
209.0,61.53,28.69,34,Average Performer
284.0,98.56,16.5,25,High Performer
229.0,57.37,13.31,40,Average Performer
109.0,40.29,30.0,27,Low Performer
301.0,75.09,10.21,34,High Performer
157.0,65.57,16.98,24,Average Performer
189.0,54.11,10.0,35,Average Performer
113.0,56.37,14.7,20,Average Performer
74.0,46.01,13.57,16,Average Performer
395.0,79.77,10.45,42,High Performer
123.0,47.45,18.43,26,Average Performer
365.0,84.96,9.8,40,High Performer
270.0,75.0,22.24,36,Average Performer
30.0,24.82,24.81,12,Low Performer
157.0,53.98,18.65,29,Average Performer
33.0,18.48,28.33,18,Low Performer
102.0,64.05,22.46,16,Average Performer
320.0,83.91,15.17,34,High Performer
207.0,66.93,21.61,31,Average Performer
439.0,87.32,7.89,48,High Performer
460.0,95.32,14.66,44,High Performer
90.0,30.0,18.68,30,Average Performer
70.0,26.9,24.56,26,Low Performer
49.0,28.97,30.0,17,Low Performer
135.0,75.0,18.95,18,Average Performer
98.0,36.3,15.7,27,Low Performer
115.0,50.2,24.52,23,Average Performer
112.0,75.0,25.52,15,Average Performer
218.0,72.23,8.77,23,High Performer
7.0,3.68,24.37,19,Low Performer
159.0,41.94,12.16,38,Average Performer
325.0,81.08,5.0,38,High Performer
158.0,75.0,16.84,21,Average Performer
60.0,30.0,22.84,20,Average Performer
292.0,66.31,14.83,44,Average Performer
0.0,0.0,30.0,20,Low Performer
28.0,15.75,20.48,18,Low Performer
81.0,30.0,15.17,27,Average Performer
120.0,40.06,14.1,30,Average Performer
45.0,30.0,24.25,15,Average Performer
128.0,63.97,18.93,20,Average Performer
111.0,50.61,14.34,22,Average Performer
88.0,58.96,16.03,15,Average Performer
225.0,52.32,12.43,43,Average Performer
203.0,65.55,11.01,31,Average Performer
422.0,82.59,8.34,45,High Performer
93.0,44.06,21.86,21,Average Performer
392.0,96.06,14.82,36,High Performer
147.0,66.85,13.6,22,Average Performer
201.0,52.88,25.59,38,Average Performer
428.0,85.68,10.11,39,High Performer
437.0,86.33,11.08,47,High Performer
434.0,97.28,11.7,41,High Performer
480.0,88.11,15.79,47,High Performer
126.0,50.57,19.02,25,Average Performer
310.0,86.22,20.05,31,High Performer
161.0,55.41,23.71,29,Average Performer
95.0,41.46,22.89,23,Low Performer
218.0,75.0,21.3,29,Average Performer
75.0,34.27,14.36,22,Average Performer
12.0,19.68,26.24,6,Low Performer
162.0,52.21,20.94,31,Average Performer
324.0,73.75,12.29,44,Average Performer
167.0,69.55,13.31,24,Average Performer
53.0,35.08,26.4,15,Low Performer
160.0,57.16,16.71,28,Average Performer
347.0,87.34,13.55,32,High Performer
125.0,35.63,25.24,35,Average Performer
157.0,50.8,12.94,31,Average Performer
326.0,82.53,10.03,34,High Performer
159.0,53.13,13.18,30,Average Performer
158.0,35.83,17.71,44,Average Performer
126.0,66.38,20.02,19,Average Performer
417.0,78.9,13.58,44,High Performer
275.0,70.54,16.53,39,Average Performer
111.0,46.08,14.59,24,Average Performer
120.0,38.6,18.65,31,Average Performer
125.0,62.35,30.0,20,Average Performer
218.0,73.8,10.37,22,High Performer
9.0,9.03,21.73,10,Low Performer
186.0,48.93,28.51,38,Average Performer
394.0,82.01,16.66,45,High Performer
95.0,63.66,16.91,15,Average Performer
355.0,85.1,19.33,36,High Performer
65.0,34.38,30.0,19,Low Performer
241.0,71.21,12.64,26,High Performer
102.0,42.68,22.12,24,Average Performer
9.0,18.94,21.88,5,Low Performer
192.0,74.0,24.06,26,Average Performer
56.0,32.69,19.86,17,Average Performer
149.0,74.73,18.74,20,Average Performer
69.0,49.01,21.16,14,Low Performer
96.0,38.54,16.87,25,Average Performer
102.0,63.7,25.27,16,Average Performer
417.0,77.33,17.58,48,High Performer
171.0,55.29,14.49,31,Average Performer
48.0,20.67,26.76,23,Low Performer
44.0,25.98,18.44,17,Low Performer
33.0,13.71,28.79,24,Low Performer
176.0,46.38,20.89,38,Average Performer
360.0,87.01,13.83,31,High Performer
156.0,68.03,22.92,23,Average Performer
132.0,30.0,15.75,44,Average Performer
75.0,35.93,22.56,21,Low Performer
109.0,49.52,20.19,22,Average Performer
130.0,56.42,21.32,23,Average Performer
21.0,12.38,17.96,17,Low Performer
80.0,50.0,22.26,16,Low Performer
117.0,50.73,14.56,23,Average Performer
420.0,89.37,17.91,39,High Performer
336.0,85.97,11.47,34,High Performer
268.0,60.87,21.56,44,Average Performer
129.0,53.6,10.0,24,Average Performer
117.0,61.77,18.5,19,Average Performer
89.0,36.96,16.7,24,Average Performer
147.0,73.37,17.82,20,Average Performer
397.0,75.73,18.56,44,High Performer
28.0,34.87,27.23,8,Low Performer
184.0,68.1,10.0,27,Average Performer
236.0,81.07,12.71,20,High Performer
232.0,75.0,15.94,31,Average Performer
48.0,30.0,13.87,16,Average Performer
119.0,74.51,11.43,16,Average Performer
200.0,48.77,18.3,41,Average Performer
179.0,57.69,17.97,31,Average Performer
106.0,40.93,30.0,26,Low Performer
4.0,3.98,28.39,11,Low Performer
310.0,80.28,8.26,32,High Performer
407.0,92.43,11.28,38,High Performer
13.0,9.76,22.49,13,Low Performer
519.0,98.76,11.13,47,High Performer
132.0,54.97,19.55,24,Average Performer
465.0,87.89,10.08,47,High Performer
206.0,49.07,16.98,42,Average Performer
308.0,75.0,10.0,41,Average Performer
227.0,73.31,8.99,22,High Performer
285.0,82.27,17.96,30,High Performer
542.0,100.0,11.99,49,High Performer
44.0,19.94,26.8,22,Low Performer
482.0,92.58,11.39,45,High Performer
251.0,82.66,10.19,26,High Performer
428.0,86.94,6.69,44,High Performer
87.0,30.0,10.0,29,Average Performer
350.0,67.6,13.02,48,High Performer
151.0,38.71,20.36,39,Average Performer
477.0,90.05,12.28,48,High Performer
259.0,60.01,7.3,35,High Performer
201.0,66.98,17.09,30,Average Performer
132.0,32.09,17.48,41,Average Performer
122.0,52.98,14.49,23,Average Performer
150.0,75.0,22.29,20,Average Performer
120.0,59.88,19.69,20,Average Performer
237.0,60.81,21.89,39,Average Performer
144.0,60.02,11.85,24,Average Performer
53.0,29.27,27.04,18,Low Performer
81.0,50.62,19.35,16,Average Performer
151.0,65.76,19.19,23,Average Performer
65.0,46.11,25.77,14,Low Performer
436.0,98.9,18.96,40,High Performer
125.0,52.01,21.94,24,Average Performer
166.0,41.55,16.2,40,Average Performer
45.0,32.44,22.91,14,Low Performer
126.0,70.2,12.57,18,Average Performer
125.0,62.53,18.02,20,Average Performer
96.0,30.0,25.11,32,Average Performer
128.0,75.0,22.43,17,Average Performer
108.0,33.62,14.18,32,Average Performer
90.0,35.82,24.81,25,Low Performer
167.0,55.51,16.41,30,Average Performer
40.0,25.24,26.28,16,Low Performer
394.0,86.85,11.15,41,High Performer
112.0,40.04,15.0,28,Low Performer
97.0,46.38,10.0,21,Average Performer
506.0,93.53,14.5,49,High Performer
25.0,11.97,19.58,21,Low Performer
341.0,85.46,11.92,33,High Performer
233.0,84.28,12.27,25,High Performer
117.0,30.0,18.67,39,Average Performer
96.0,30.0,11.12,32,Average Performer
308.0,75.0,15.38,41,Average Performer
391.0,100.0,16.32,34,High Performer
475.0,94.19,14.29,46,High Performer
85.0,49.9,19.24,17,Average Performer
69.0,43.24,21.64,16,Low Performer
2.0,1.79,30.0,10,Low Performer
131.0,43.64,18.32,30,Average Performer
227.0,73.25,14.52,31,Average Performer
9.0,4.45,24.45,21,Low Performer
69.0,30.0,23.76,23,Average Performer
25.0,27.99,21.03,9,Low Performer
126.0,42.09,20.86,30,Average Performer
313.0,80.54,13.56,33,High Performer
254.0,61.92,24.5,41,Average Performer
371.0,91.9,17.22,34,High Performer
105.0,55.24,15.79,19,Average Performer
237.0,65.74,16.65,36,Average Performer
95.0,50.0,25.54,19,Low Performer
324.0,66.95,12.74,41,High Performer
509.0,94.31,13.47,48,High Performer
400.0,72.1,7.04,46,High Performer
466.0,92.47,9.17,44,High Performer
125.0,69.59,18.66,18,Average Performer
445.0,100.0,10.98,40,High Performer
114.0,30.0,10.0,38,Average Performer
131.0,72.86,12.26,18,Average Performer
95.0,50.0,24.14,19,Low Performer
203.0,63.52,24.36,32,Average Performer
19.0,11.74,24.21,16,Low Performer
190.0,43.23,17.45,44,Average Performer
248.0,59.12,10.46,42,Average Performer
123.0,49.02,14.8,25,Average Performer
132.0,35.58,15.68,37,Average Performer
177.0,49.27,12.29,36,Average Performer
27.0,24.25,16.11,11,Low Performer
127.0,57.92,23.62,22,Average Performer
128.0,75.0,17.11,17,Average Performer
348.0,90.71,6.76,34,High Performer
58.0,32.03,21.73,18,Average Performer
172.0,59.36,15.18,29,Average Performer
126.0,45.05,16.24,28,Low Performer
262.0,75.0,13.55,35,Average Performer
332.0,64.27,11.7,46,High Performer
44.0,29.07,22.14,15,Low Performer
404.0,82.45,8.76,41,High Performer
50.0,26.12,16.77,19,Low Performer
108.0,30.0,16.75,36,Average Performer
217.0,69.86,13.53,31,Average Performer
259.0,86.14,6.37,26,High Performer
126.0,44.97,29.56,28,Average Performer
170.0,47.34,13.16,36,Average Performer
401.0,76.83,12.28,45,High Performer
81.0,42.55,21.62,19,Low Performer
302.0,79.24,13.75,31,High Performer
174.0,45.68,18.21,38,Average Performer
78.0,48.47,23.34,16,Low Performer
83.0,55.45,21.76,15,Average Performer
57.0,37.97,23.07,15,Low Performer
91.0,33.64,12.14,27,Average Performer
40.0,13.78,25.66,29,Low Performer
122.0,55.25,25.08,22,Average Performer
74.0,33.82,24.85,22,Low Performer
107.0,44.72,16.86,24,Average Performer
116.0,48.32,18.01,24,Average Performer
180.0,75.0,22.04,24,Average Performer
228.0,53.02,27.9,43,Average Performer
439.0,81.78,13.69,45,High Performer
176.0,54.93,10.0,32,Average Performer
312.0,74.4,21.58,42,Average Performer
125.0,65.71,16.08,19,Average Performer
50.0,50.0,24.24,10,Low Performer
27.0,14.18,30.0,19,Low Performer
63.0,41.96,30.0,15,Low Performer
278.0,97.19,8.3,21,High Performer
249.0,67.39,13.1,37,Average Performer
103.0,64.37,24.76,16,Average Performer
281.0,70.21,16.72,35,High Performer
349.0,91.0,10.53,30,High Performer
88.0,46.2,18.86,19,Average Performer
103.0,54.16,16.64,19,Average Performer
202.0,54.52,14.0,37,Average Performer
335.0,65.06,10.14,42,High Performer
174.0,54.29,18.08,32,Average Performer
167.0,50.64,12.45,33,Average Performer
153.0,40.39,16.63,38,Average Performer
236.0,69.36,18.92,34,Average Performer
213.0,53.19,12.42,40,Average Performer
384.0,94.5,10.1,32,High Performer
363.0,91.34,5.53,36,High Performer
425.0,80.72,15.99,45,High Performer
322.0,75.0,10.0,43,Average Performer
17.0,8.84,23.58,19,Low Performer
89.0,55.77,10.06,16,Average Performer
265.0,92.08,13.39,21,High Performer
260.0,59.1,18.56,44,Average Performer
255.0,81.29,12.61,27,High Performer
472.0,89.05,16.0,44,High Performer
141.0,58.82,14.14,24,Average Performer
112.0,75.0,12.55,15,Average Performer
228.0,57.1,17.84,40,Average Performer
169.0,60.39,23.77,28,Average Performer
304.0,86.14,10.25,32,High Performer
47.0,23.25,30.0,20,Low Performer
330.0,75.0,13.96,44,Average Performer
20.0,33.73,30.0,6,Low Performer
117.0,53.27,17.17,22,Average Performer
82.0,30.34,29.15,27,Low Performer
387.0,83.62,8.7,42,High Performer
254.0,65.16,29.09,39,Average Performer
133.0,73.86,13.26,18,Average Performer
70.0,40.95,18.36,17,Average Performer
264.0,80.5,11.57,26,High Performer
221.0,77.41,11.89,24,High Performer
20.0,25.01,19.83,8,Low Performer
163.0,44.05,12.34,37,Average Performer
123.0,64.92,16.59,19,Average Performer
93.0,35.93,30.0,26,Low Performer
83.0,41.61,20.98,20,Average Performer
36.0,39.73,24.91,9,Low Performer
280.0,68.87,14.46,30,High Performer
132.0,59.93,21.42,22,Average Performer
186.0,58.07,10.0,32,Average Performer
102.0,30.0,13.7,34,Average Performer
84.0,36.66,28.7,23,Low Performer
299.0,91.82,17.61,25,High Performer
196.0,57.63,13.64,34,Average Performer
343.0,90.43,17.91,34,High Performer
244.0,58.15,20.74,42,Average Performer
112.0,75.0,14.44,15,Average Performer
338.0,80.16,17.49,34,High Performer
38.0,22.47,22.79,17,Low Performer
132.0,32.16,20.09,41,Average Performer
127.0,60.62,20.17,21,Average Performer
418.0,96.95,5.88,35,High Performer
41.0,37.04,30.0,11,Low Performer
113.0,33.38,11.65,34,Average Performer
101.0,48.33,14.63,21,Average Performer
24.0,24.18,18.82,10,Low Performer
236.0,56.24,10.0,42,Average Performer
202.0,79.23,5.0,21,High Performer
168.0,48.1,25.71,35,Average Performer
40.0,20.06,17.23,20,Low Performer
10.0,4.53,30.0,22,Low Performer
439.0,85.16,8.86,44,High Performer
304.0,100.0,6.97,21,High Performer
229.0,53.25,16.06,43,Average Performer
438.0,82.11,11.0,47,High Performer
201.0,52.91,14.81,38,Average Performer
200.0,45.39,13.76,44,Average Performer
502.0,92.59,12.88,47,High Performer
308.0,82.25,14.37,31,High Performer
140.0,49.84,15.43,28,Average Performer
218.0,75.0,23.53,29,Average Performer
187.0,44.58,21.91,42,Average Performer
308.0,71.53,5.0,37,High Performer
255.0,75.0,15.9,34,Average Performer
71.0,41.76,22.97,17,Low Performer
165.0,56.77,17.47,29,Average Performer
509.0,100.0,12.78,45,High Performer
221.0,71.45,21.47,31,Average Performer
282.0,88.31,19.02,27,High Performer
78.0,28.79,26.0,27,Low Performer
111.0,38.4,18.84,29,Low Performer
89.0,55.37,23.18,16,Average Performer
205.0,49.92,17.86,41,Average Performer
15.0,21.84,19.2,7,Low Performer
208.0,56.29,14.36,37,Average Performer
73.0,40.54,25.42,18,Low Performer
114.0,59.8,22.57,19,Average Performer
353.0,89.74,16.12,35,High Performer
524.0,100.0,16.5,46,High Performer
260.0,81.37,18.7,30,High Performer
76.0,26.37,20.09,29,Low Performer
169.0,48.24,13.15,35,Average Performer
357.0,82.05,13.47,37,High Performer
249.0,78.49,5.0,21,High Performer
103.0,38.04,28.4,27,Low Performer
93.0,51.55,17.14,18,Average Performer
213.0,66.62,22.84,32,Average Performer
165.0,75.0,25.1,22,Average Performer
426.0,92.42,5.0,40,High Performer
298.0,98.82,11.67,23,High Performer
313.0,77.07,17.5,35,High Performer
9.0,7.65,17.21,12,Low Performer
95.0,56.1,22.11,17,Average Performer
21.0,12.58,30.0,17,Low Performer
46.0,35.64,30.0,13,Low Performer
261.0,62.11,18.94,42,Average Performer
95.0,37.96,21.78,25,Low Performer
308.0,75.0,18.65,41,Average Performer
299.0,88.99,10.19,31,High Performer
11.0,13.8,28.01,8,Low Performer
143.0,59.7,26.81,24,Average Performer
110.0,64.81,23.82,17,Average Performer
254.0,65.26,18.75,39,Average Performer
71.0,32.32,20.94,22,Average Performer
141.0,52.37,21.26,27,Average Performer
146.0,40.69,17.57,36,Average Performer
264.0,95.1,15.42,20,High Performer
435.0,85.64,11.79,44,High Performer
24.0,26.71,22.81,9,Low Performer
457.0,87.7,5.57,47,High Performer
79.0,49.22,21.03,16,Average Performer
304.0,71.17,9.02,36,High Performer
22.0,15.47,16.31,14,Low Performer
269.0,61.19,15.39,44,Average Performer
334.0,85.32,10.46,35,High Performer
118.0,59.18,22.97,20,Average Performer
75.0,30.0,23.17,25,Average Performer
226.0,55.18,10.0,41,Average Performer
100.0,66.97,18.07,15,Average Performer
491.0,87.79,15.54,47,High Performer
190.0,59.28,18.28,32,Average Performer
218.0,64.01,16.54,34,Average Performer
368.0,71.66,11.02,42,High Performer
225.0,53.47,18.5,42,Average Performer
128.0,63.94,17.27,20,Average Performer
109.0,47.56,14.72,23,Average Performer
